避難所_名称,地方公共団体コード,都道府県,指定区市町村名,住所,緯度,経度
北葛西コミュニティ会館,131237,東京都,江戸川区,東京都江戸川区北葛西2-11-39,35.672974,139.857346
二之江コミュニティ会館,131237,東京都,江戸川区,東京都江戸川区江戸川6-46,35.677044,139.881012
南葛西会館,131237,東京都,江戸川区,東京都江戸川区南葛西6-8-9,35.646366,139.876053
新田コミュニティ会館,131237,東京都,江戸川区,東京都江戸川区中葛西7-17-1,35.654587,139.866592
清新町コミュニティ会館,131237,東京都,江戸川区,東京都江戸川区清新町1-2-2,35.659286,139.856552
臨海町コミュニティ会館,131237,東京都,江戸川区,東京都江戸川区臨海町2-2-9,35.652184,139.860596
東葛西コミュニティ会館,131237,東京都,江戸川区,東京都江戸川区東葛西8-22-1,35.654949,139.879639
長島桑川コミュニティ会館,131237,東京都,江戸川区,東京都江戸川区東葛西5-31-18,35.665836,139.878098
西小岩コミュニティ会館,131237,東京都,江戸川区,東京都江戸川区西小岩4-3-22,35.737438,139.879913
北小岩コミュニティ会館,131237,東京都,江戸川区,東京都江戸川区北小岩6-35-17,35.742115,139.886917
南小岩コミュニティ会館,131237,東京都,江戸川区,東京都江戸川区南小岩7-17-10,35.730286,139.881775
上一色コミュニティセンター,131237,東京都,江戸川区,東京都江戸川区上一色2-6-10,35.725300,139.872543
瑞江コミュニティ会館,131237,東京都,江戸川区,東京都江戸川区西瑞江3-18-1,35.686489,139.891251
江戸川コミュニティ会館,131237,東京都,江戸川区,東京都江戸川区江戸川2-8,35.686848,139.903564
篠崎コミュニティ会館,131237,東京都,江戸川区,東京都江戸川区上篠崎4-21-8,35.708122,139.901230
篠崎コミュニティホール,131237,東京都,江戸川区,東京都江戸川区篠崎町7-27-1,35.705833,139.903656
中央図書館,131237,東京都,江戸川区,東京都江戸川区中央3-1-3,35.710461,139.869751
小岩図書館,131237,東京都,江戸川区,東京都江戸川区東小岩3-6-9,35.730904,139.890274
小松川図書館,131237,東京都,江戸川区,東京都江戸川区平井1-11-26,35.701717,139.850677
葛西図書館,131237,東京都,江戸川区,東京都江戸川区江戸川6-24-1,35.675552,139.870789
西葛西図書館,131237,東京都,江戸川区,東京都江戸川区西葛西5-10-47,35.665356,139.863281
東部図書館,131237,東京都,江戸川区,東京都江戸川区江戸川2-35-6,35.684002,139.900131
共育プラザ小岩,131237,東京都,江戸川区,東京都江戸川区北小岩2-14-17,35.739948,139.884537
共育プラザ平井,131237,東京都,江戸川区,東京都江戸川区平井7-21-6,35.714645,139.840424
共育プラザ葛西,131237,東京都,江戸川区,東京都江戸川区宇喜田町175,35.673431,139.861496
共育プラザ南小岩,131237,東京都,江戸川区,東京都江戸川区南小岩4-5-8,35.720955,139.885635
共育プラザ一之江,131237,東京都,江戸川区,東京都江戸川区一之江3-13-7,35.689671,139.884338
共育プラザ南篠崎,131237,東京都,江戸川区,東京都江戸川区南篠崎町3-12-8,35.696625,139.899139
子ども未来館,131237,東京都,江戸川区,東京都江戸川区篠崎町3-12-10,35.705975,139.912643
葛西工業高等学校,131237,東京都,江戸川区,東京都江戸川区一之江7-68-1,35.683552,139.879730
小松川高等学校,131237,東京都,江戸川区,東京都江戸川区平井1-27-10,35.702820,139.851868
江戸川高等学校,131237,東京都,江戸川区,東京都江戸川区松島2-38-1,35.708450,139.865631
小岩高等学校,131237,東京都,江戸川区,東京都江戸川区本一色3-10-1,35.721748,139.869446
葛西南高等学校,131237,東京都,江戸川区,東京都江戸川区南葛西1-11-1,35.653336,139.870590
篠崎高等学校,131237,東京都,江戸川区,東京都江戸川区東篠崎1-10-1,35.700775,139.916290
紅葉川高等学校,131237,東京都,江戸川区,東京都江戸川区臨海町2-1-1,35.652504,139.858902
学校法人守屋育英学園関東第一高等学校,131237,東京都,江戸川区,東京都江戸川区松島2-10-11,35.708168,139.860352
小松川第二中学校,131237,東京都,江戸川区,東京都江戸川区小松川2-10-2,35.697965,139.852923
船堀コミュニティ会館,131237,東京都,江戸川区,東京都江戸川区船堀1-3-1,35.686417,139.862823
第一小学校,132012,東京都,八王子市,東京都八王子市元横山町2-14-3,35.661372,139.336411
第二小学校,132012,東京都,八王子市,東京都八王子市八木町7-1,35.661683,139.321807
第三小学校,132012,東京都,八王子市,東京都八王子市寺町29-15,35.655513,139.331730
第四小学校,132012,東京都,八王子市,東京都八王子市明神町2-15-1,35.657911,139.346339
第五小学校,132012,東京都,八王子市,東京都八王子市千人町3-7-7,35.658805,139.307918
いずみの森義務教育学校,132012,東京都,八王子市,東京都八王子市子安町2-19-1,35.650105,139.342981
第七小学校,132012,東京都,八王子市,東京都八王子市台町4-2-1,35.656709,139.323933
第八小学校,132012,東京都,八王子市,東京都八王子市石川町2065,35.671581,139.360798
第九小学校,132012,東京都,八王子市,東京都八王子市中野上町2-14-1,35.670919,139.324709
第十小学校,132012,東京都,八王子市,東京都八王子市大和田町7-5-1,35.666203,139.343631
中野北小学校,132012,東京都,八王子市,東京都八王子市中野山王3-1-1,35.674211,139.326804
清水小学校,132012,東京都,八王子市,東京都八王子市中野山王3-25-1,35.676071,139.319593
大和田小学校,132012,東京都,八王子市,東京都八王子市大和田町4-19-1,35.665606,139.354506
小宮小学校,132012,東京都,八王子市,東京都八王子市小宮町1128-3,35.683657,139.367751
高倉小学校,132012,東京都,八王子市,東京都八王子市高倉町67-2,35.662474,139.366021
